CALIB_AIRSPEED,TRUE_AIRSPEED,VERTICAL_SPEED,ALTITUDE,AOA_LEFT,AOA_RIGHT,MAGNETIC_HEADING,AUTOPILOT_ENGAGED,AUTOTHROTTLE_ENGAGED,IN_AIR
249.88,270.5,968.0,3821.0,4.79,4.97,-90.44,1.0,1.0,1.0
249.75,270.5,976.0,3838.0,4.83,4.97,-90.44,1.0,1.0,1.0
249.75,270.5,984.0,3856.0,4.75,4.92,-90.44,1.0,1.0,1.0
249.75,270.75,984.0,3874.0,4.79,4.88,-90.35,1.0,1.0,1.0
249.75,270.75,984.0,3891.0,4.7,4.83,-90.35,1.0,1.0,1.0
249.75,270.75,984.0,3908.0,4.7,4.88,-90.26,1.0,1.0,1.0
249.38,270.5,992.0,3925.0,4.75,4.92,-90.26,1.0,1.0,1.0
249.62,270.75,992.0,3942.0,4.79,4.92,-90.18,1.0,1.0,1.0
249.38,270.5,992.0,3961.0,4.83,4.92,-90.18,1.0,1.0,1.0
249.25,270.5,1000.0,3978.0,4.83,5.01,-90.18,1.0,1.0,1.0
249.5,271.0,1000.0,3995.0,4.79,4.97,-90.18,1.0,1.0,1.0
249.75,271.25,1000.0,4012.0,4.79,4.97,-90.09,1.0,1.0,1.0
250.0,271.75,1008.0,4030.0,4.75,4.92,-90.09,1.0,1.0,1.0
249.75,271.25,1008.0,4047.0,4.75,4.97,-90.09,1.0,1.0,1.0
249.88,271.5,1008.0,4064.0,4.7,4.88,-90.09,1.0,1.0,1.0
249.75,271.5,1008.0,4082.0,4.75,4.92,-90.09,1.0,1.0,1.0
250.0,271.75,976.0,4100.0,4.66,4.83,-90.09,1.0,1.0,1.0
250.25,272.25,920.0,4117.0,4.35,4.53,-90.09,1.0,1.0,1.0
250.5,272.5,824.0,4133.0,4.17,4.35,-90.09,1.0,1.0,1.0
250.88,272.75,728.0,4145.0,4.17,4.26,-90.09,1.0,1.0,1.0
251.0,273.0,624.0,4157.0,4.13,4.31,-90.09,1.0,1.0,1.0
250.25,272.25,528.0,4166.0,4.26,4.39,-90.09,1.0,1.0,1.0
250.38,272.5,440.0,4173.0,4.39,4.53,-90.0,1.0,1.0,1.0
250.25,272.5,368.0,4182.0,4.53,4.7,-90.0,1.0,1.0,1.0
250.0,272.0,304.0,4187.0,4.48,4.66,-90.0,1.0,1.0,1.0
250.12,272.25,248.0,4192.0,4.57,4.75,-90.0,1.0,1.0,1.0
250.0,272.25,216.0,4196.0,4.61,4.79,-90.0,1.0,1.0,1.0
249.88,272.0,200.0,4200.0,4.79,4.88,-90.0,1.0,1.0,1.0
249.75,272.0,208.0,4204.0,4.92,5.1,-90.0,1.0,1.0,1.0
249.38,271.5,240.0,4208.0,5.05,5.23,-90.0,1.0,1.0,1.0
249.38,271.5,304.0,4212.0,5.23,5.36,-90.0,1.0,1.0,1.0
249.38,271.5,392.0,4219.0,5.36,5.54,-90.0,1.0,1.0,1.0
249.25,271.5,472.0,4228.0,5.36,5.54,-90.0,1.0,1.0,1.0
249.38,271.75,552.0,4238.0,5.23,5.45,-90.0,1.0,1.0,1.0
249.25,271.5,616.0,4248.0,5.19,5.36,-90.0,1.0,1.0,1.0
249.25,271.5,664.0,4260.0,5.14,5.32,-90.0,1.0,1.0,1.0
249.0,271.25,704.0,4272.0,5.05,5.23,-90.0,1.0,1.0,1.0
249.0,271.5,744.0,4285.0,5.01,5.19,-90.0,1.0,1.0,1.0
249.0,271.5,776.0,4298.0,5.01,5.19,-90.0,1.0,1.0,1.0
249.0,271.5,800.0,4311.0,5.01,5.19,-90.09,1.0,1.0,1.0
249.12,271.75,832.0,4325.0,4.97,5.14,-90.09,1.0,1.0,1.0
249.25,271.75,856.0,4339.0,4.88,5.1,-90.09,1.0,1.0,1.0
249.38,272.0,872.0,4354.0,4.88,5.05,-90.09,1.0,1.0,1.0
249.62,272.25,888.0,4368.0,4.88,5.1,-90.09,1.0,1.0,1.0
249.62,272.5,904.0,4382.0,4.83,5.05,-90.09,1.0,1.0,1.0
249.75,272.75,920.0,4398.0,4.83,5.01,-90.09,1.0,1.0,1.0
250.12,273.0,936.0,4412.0,4.79,5.01,-90.09,1.0,1.0,1.0
250.25,273.25,944.0,4427.0,4.79,4.97,-90.09,1.0,1.0,1.0
250.25,273.5,952.0,4443.0,4.75,4.97,-90.18,1.0,1.0,1.0
250.25,273.5,960.0,4458.0,4.75,4.92,-90.18,1.0,1.0,1.0
250.25,273.5,960.0,4473.0,4.7,4.92,-90.18,1.0,1.0,1.0
250.25,273.5,960.0,4489.0,4.7,4.92,-90.18,1.0,1.0,1.0
250.38,273.75,960.0,4504.0,4.75,4.88,-90.18,1.0,1.0,1.0
250.25,273.75,960.0,4520.0,4.75,4.92,-90.18,1.0,1.0,1.0
250.25,273.75,968.0,4535.0,4.75,4.88,-90.09,1.0,1.0,1.0
249.88,273.25,960.0,4551.0,4.75,4.92,-90.09,1.0,1.0,1.0
249.62,273.25,960.0,4567.0,4.75,4.92,-90.09,1.0,1.0,1.0
249.62,273.25,960.0,4583.0,4.79,4.97,-90.09,1.0,1.0,1.0
249.88,273.5,968.0,4598.0,4.79,5.01,-90.09,1.0,1.0,1.0
249.62,273.25,968.0,4615.0,4.79,4.97,-90.09,1.0,1.0,1.0
249.5,273.25,968.0,4631.0,4.83,4.97,-90.09,1.0,1.0,1.0
249.62,273.5,976.0,4647.0,4.79,4.97,-90.09,1.0,1.0,1.0
249.38,273.25,976.0,4663.0,4.83,5.01,-90.0,1.0,1.0,1.0
249.25,273.25,976.0,4679.0,4.75,4.97,-90.0,1.0,1.0,1.0
249.62,273.75,976.0,4695.0,4.75,5.01,-90.0,1.0,1.0,1.0
249.88,274.0,976.0,4711.0,4.75,4.92,-90.0,1.0,1.0,1.0
249.88,274.0,984.0,4727.0,4.75,4.92,-90.0,1.0,1.0,1.0
249.88,274.25,984.0,4743.0,4.7,4.92,-90.0,1.0,1.0,1.0
249.62,274.25,984.0,4758.0,4.75,4.92,-90.0,1.0,1.0,1.0
249.75,274.5,984.0,4775.0,4.7,4.92,-90.0,1.0,1.0,1.0
250.0,274.75,984.0,4791.0,4.66,4.88,-90.0,1.0,1.0,1.0
250.0,274.75,984.0,4808.0,4.7,4.88,-90.0,1.0,1.0,1.0
249.75,274.5,984.0,4823.0,4.75,4.92,-90.0,1.0,1.0,1.0
249.75,274.5,984.0,4839.0,4.75,4.97,-90.09,1.0,1.0,1.0
249.62,274.5,984.0,4856.0,4.75,4.97,-90.09,1.0,1.0,1.0
249.5,274.5,984.0,4871.0,4.7,4.97,-90.09,1.0,1.0,1.0
249.38,274.5,976.0,4887.0,4.7,4.92,-90.09,1.0,1.0,1.0
249.25,274.25,968.0,4904.0,4.79,4.92,-90.09,1.0,1.0,1.0
249.38,274.5,976.0,4920.0,4.79,5.01,-90.09,1.0,1.0,1.0
249.62,274.75,984.0,4936.0,4.83,4.97,-90.09,1.0,1.0,1.0
249.75,275.0,992.0,4952.0,4.83,4.92,-90.09,1.0,1.0,1.0
249.88,275.25,1000.0,4969.0,4.75,4.92,-90.0,1.0,1.0,1.0
250.0,275.5,1000.0,4985.0,4.75,4.92,-90.0,1.0,1.0,1.0
250.12,275.75,1000.0,5002.0,4.75,4.88,-90.0,1.0,1.0,1.0
250.12,275.75,1000.0,5018.0,4.7,4.88,-90.0,1.0,1.0,1.0
250.25,276.0,1000.0,5035.0,4.66,4.88,-90.0,1.0,1.0,1.0
250.12,276.0,1000.0,5050.0,4.66,4.88,-90.0,1.0,1.0,1.0
250.12,276.0,1000.0,5067.0,4.75,4.92,-90.0,1.0,1.0,1.0
250.12,276.0,1000.0,5083.0,4.75,4.92,-90.0,1.0,1.0,1.0
250.12,276.0,1000.0,5099.0,4.75,4.92,-90.0,1.0,1.0,1.0
250.0,276.0,992.0,5115.0,4.66,4.83,-90.0,1.0,1.0,1.0
250.0,276.0,984.0,5133.0,4.66,4.83,-90.0,1.0,1.0,1.0
249.88,276.0,976.0,5149.0,4.7,4.88,-90.0,1.0,1.0,1.0
249.75,276.0,984.0,5165.0,4.83,5.01,-90.0,1.0,1.0,1.0
249.88,276.25,992.0,5182.0,4.75,4.92,-90.0,1.0,1.0,1.0
249.75,276.0,984.0,5197.0,4.7,4.88,-90.0,1.0,1.0,1.0
249.38,275.75,976.0,5213.0,4.79,4.97,-90.0,1.0,1.0,1.0
249.38,275.75,984.0,5230.0,4.88,5.01,-90.0,1.0,1.0,1.0
249.38,275.75,992.0,5247.0,4.83,4.97,-90.0,1.0,1.0,1.0
248.88,275.5,992.0,5264.0,4.83,5.01,-89.91,1.0,1.0,1.0
249.0,275.5,984.0,5281.0,4.79,4.97,-89.91,1.0,1.0,1.0
248.75,275.5,984.0,5297.0,4.88,4.97,-89.91,1.0,1.0,1.0
248.75,275.5,992.0,5315.0,4.88,5.01,-89.91,1.0,1.0,1.0
248.75,275.5,992.0,5332.0,4.83,5.01,-89.91,1.0,1.0,1.0
249.12,276.0,1000.0,5348.0,4.83,5.01,-89.91,1.0,1.0,1.0
248.88,275.75,1000.0,5366.0,4.79,4.92,-89.91,1.0,1.0,1.0
249.0,276.0,1000.0,5382.0,4.79,4.92,-89.91,1.0,1.0,1.0
249.12,276.25,1008.0,5398.0,4.88,4.92,-89.91,1.0,1.0,1.0
249.5,276.75,1016.0,5416.0,4.75,4.92,-89.91,1.0,1.0,1.0
249.75,277.0,1016.0,5432.0,4.79,4.88,-89.91,1.0,1.0,1.0
249.5,277.0,1024.0,5449.0,4.75,4.92,-89.91,1.0,1.0,1.0
249.75,277.25,1024.0,5465.0,4.7,4.88,-89.91,1.0,1.0,1.0
250.0,277.5,1024.0,5482.0,4.75,4.83,-90.0,1.0,1.0,1.0
250.12,277.75,1016.0,5498.0,4.7,4.83,-90.0,1.0,1.0,1.0
250.12,277.75,1008.0,5515.0,4.7,4.83,-90.0,1.0,1.0,1.0
250.12,277.75,1008.0,5532.0,4.7,4.83,-90.0,1.0,1.0,1.0
250.0,277.75,1000.0,5548.0,4.7,4.88,-90.0,1.0,1.0,1.0
249.88,277.75,1008.0,5566.0,4.75,4.97,-90.0,1.0,1.0,1.0
249.88,277.75,1008.0,5583.0,4.75,4.88,-90.0,1.0,1.0,1.0
249.88,277.75,1016.0,5599.0,4.79,4.92,-90.0,1.0,1.0,1.0
250.0,278.0,1048.0,5616.0,4.92,5.05,-89.82,1.0,1.0,1.0
250.0,278.25,1104.0,5634.0,5.01,5.19,-89.47,1.0,1.0,1.0
250.12,278.25,1176.0,5653.0,5.14,5.32,-88.95,1.0,1.0,1.0
250.12,278.5,1264.0,5671.0,5.32,5.45,-88.07,1.0,1.0,1.0
250.38,278.75,1368.0,5693.0,5.41,5.58,-87.1,1.0,1.0,1.0
250.38,278.75,1472.0,5716.0,5.45,5.58,-85.96,1.0,1.0,1.0
250.5,279.25,1576.0,5740.0,5.49,5.58,-84.73,1.0,1.0,1.0
250.75,279.5,1680.0,5767.0,5.49,5.54,-83.41,1.0,1.0,1.0
250.88,279.75,1784.0,5795.0,5.49,5.58,-82.09,1.0,1.0,1.0
250.75,279.75,1896.0,5824.0,5.45,5.54,-80.86,1.0,1.0,1.0
250.75,280.0,2008.0,5855.0,5.49,5.54,-79.54,1.0,1.0,1.0
250.88,280.25,2112.0,5888.0,5.45,5.62,-78.31,1.0,1.0,1.0
250.88,280.25,2200.0,5923.0,5.41,5.45,-77.17,1.0,1.0,1.0
251.12,280.75,2272.0,5959.0,5.27,5.36,-76.03,1.0,1.0,1.0
251.25,281.25,2328.0,5997.0,5.01,5.14,-74.97,1.0,1.0,1.0
251.5,281.5,2352.0,6036.0,4.88,5.01,-73.92,1.0,1.0,1.0
251.62,282.0,2360.0,6074.0,4.79,4.97,-72.95,1.0,1.0,1.0
252.0,282.5,2368.0,6112.0,4.75,4.92,-71.98,1.0,1.0,1.0
251.75,282.25,2368.0,6151.0,4.66,4.79,-71.1,1.0,1.0,1.0
251.25,282.0,2344.0,6189.0,4.61,4.75,-70.22,1.0,1.0,1.0
251.0,282.0,2320.0,6228.0,4.57,4.75,-69.35,1.0,1.0,1.0
250.88,282.0,2264.0,6267.0,4.48,4.66,-68.55,1.0,1.0,1.0
250.88,282.0,2176.0,6304.0,4.26,4.39,-67.76,1.0,1.0,1.0
251.0,282.25,2040.0,6341.0,4.0,4.22,-67.06,1.0,1.0,1.0
251.25,282.75,1864.0,6376.0,3.74,3.91,-66.36,1.0,1.0,1.0
251.75,283.5,1664.0,6406.0,3.52,3.74,-65.65,1.0,1.0,1.0
251.75,283.75,1448.0,6434.0,3.43,3.6,-64.86,1.0,1.0,1.0
252.38,284.5,1248.0,6457.0,3.52,3.65,-64.16,1.0,1.0,1.0
252.75,285.0,1080.0,6477.0,3.65,3.74,-63.46,1.0,1.0,1.0
253.38,285.75,960.0,6495.0,3.82,3.96,-62.75,1.0,1.0,1.0
254.0,286.75,896.0,6510.0,3.96,4.17,-62.14,1.0,1.0,1.0
254.88,287.5,864.0,6528.0,4.04,4.22,-61.79,1.0,1.0,1.0
255.75,288.5,856.0,6543.0,4.04,4.26,-61.61,1.0,1.0,1.0
256.5,289.5,864.0,6557.0,4.0,4.22,-61.61,1.0,1.0,1.0
257.5,290.75,864.0,6572.0,3.96,4.17,-61.7,1.0,1.0,1.0
258.38,291.75,872.0,6587.0,3.91,4.09,-61.88,1.0,1.0,1.0
259.25,292.75,888.0,6602.0,3.87,4.09,-62.05,1.0,1.0,1.0
260.12,294.0,896.0,6618.0,3.78,4.0,-62.23,1.0,1.0,1.0
261.0,294.75,904.0,6634.0,3.69,3.91,-62.31,1.0,1.0,1.0
262.0,296.0,912.0,6650.0,3.6,3.82,-62.49,1.0,1.0,1.0
262.88,297.0,912.0,6666.0,3.52,3.69,-62.67,1.0,1.0,1.0
263.75,298.0,912.0,6681.0,3.47,3.65,-62.75,1.0,1.0,1.0
264.75,299.25,912.0,6697.0,3.43,3.6,-62.84,1.0,1.0,1.0
265.38,300.0,920.0,6712.0,3.38,3.6,-62.93,1.0,1.0,1.0
266.0,301.0,920.0,6728.0,3.34,3.47,-63.02,1.0,1.0,1.0
266.75,301.75,920.0,6744.0,3.25,3.43,-63.02,1.0,1.0,1.0
267.5,302.5,920.0,6760.0,3.21,3.34,-63.02,1.0,1.0,1.0
268.38,303.75,920.0,6776.0,3.21,3.38,-63.02,1.0,1.0,1.0
269.25,304.75,928.0,6792.0,3.21,3.34,-63.02,1.0,1.0,1.0
269.88,305.75,944.0,6808.0,3.16,3.34,-62.93,1.0,1.0,1.0
270.75,306.5,960.0,6823.0,3.08,3.25,-62.84,1.0,1.0,1.0
271.5,307.5,968.0,6840.0,2.99,3.12,-62.84,1.0,1.0,1.0
272.12,308.25,968.0,6857.0,2.9,3.08,-62.75,1.0,1.0,1.0
272.88,309.25,960.0,6873.0,2.81,2.99,-62.67,1.0,1.0,1.0
273.62,310.25,960.0,6889.0,2.77,2.94,-62.58,1.0,1.0,1.0
274.5,311.25,960.0,6905.0,2.77,2.94,-62.49,1.0,1.0,1.0
275.25,312.0,960.0,6922.0,2.68,2.9,-62.4,1.0,1.0,1.0
276.12,313.0,960.0,6938.0,2.64,2.86,-62.31,1.0,1.0,1.0
276.88,314.0,968.0,6954.0,2.64,2.81,-62.31,1.0,1.0,1.0
277.75,315.25,968.0,6970.0,2.55,2.72,-62.23,1.0,1.0,1.0
278.62,316.25,976.0,6987.0,2.5,2.72,-62.14,1.0,1.0,1.0
279.12,316.75,976.0,7002.0,2.5,2.64,-62.14,1.0,1.0,1.0
280.0,318.0,984.0,7019.0,2.46,2.64,-62.05,1.0,1.0,1.0
280.75,318.75,992.0,7036.0,2.42,2.55,-61.96,1.0,1.0,1.0
281.38,319.5,992.0,7052.0,2.42,2.5,-61.96,1.0,1.0,1.0
281.88,320.25,992.0,7069.0,2.33,2.42,-61.88,1.0,1.0,1.0
282.62,321.25,992.0,7085.0,2.24,2.42,-61.88,1.0,1.0,1.0
283.38,322.0,976.0,7103.0,2.24,2.37,-61.79,1.0,1.0,1.0
284.0,322.75,976.0,7118.0,2.2,2.33,-61.79,1.0,1.0,1.0
284.62,323.5,976.0,7135.0,2.2,2.33,-61.7,1.0,1.0,1.0
285.5,324.75,984.0,7151.0,2.15,2.33,-61.7,1.0,1.0,1.0
286.12,325.5,984.0,7169.0,2.07,2.24,-61.7,1.0,1.0,1.0
286.75,326.25,984.0,7184.0,2.07,2.2,-61.7,1.0,1.0,1.0
287.62,327.25,992.0,7201.0,1.98,2.15,-61.7,1.0,1.0,1.0
288.5,328.25,992.0,7218.0,1.93,2.07,-61.61,1.0,1.0,1.0
289.38,329.25,984.0,7234.0,1.89,2.07,-61.61,1.0,1.0,1.0
290.25,330.25,976.0,7251.0,1.76,1.93,-61.61,1.0,1.0,1.0
290.88,331.25,968.0,7267.0,1.76,1.89,-61.61,1.0,1.0,1.0
291.38,331.75,960.0,7285.0,1.76,1.89,-61.61,1.0,1.0,1.0
292.0,332.5,960.0,7298.0,1.8,1.93,-61.61,1.0,1.0,1.0
292.62,333.5,968.0,7315.0,1.76,1.89,-61.61,1.0,1.0,1.0
293.12,334.0,968.0,7331.0,1.71,1.85,-61.61,1.0,1.0,1.0
293.75,334.75,976.0,7349.0,1.71,1.85,-61.52,1.0,1.0,1.0
294.5,335.75,984.0,7365.0,1.67,1.85,-61.52,1.0,1.0,1.0
295.38,337.0,984.0,7381.0,1.58,1.71,-61.52,1.0,1.0,1.0
296.0,337.5,976.0,7398.0,1.49,1.67,-61.52,1.0,1.0,1.0
296.62,338.5,968.0,7415.0,1.45,1.63,-61.52,1.0,1.0,1.0
297.38,339.25,960.0,7430.0,1.45,1.63,-61.52,1.0,1.0,1.0
298.0,340.0,968.0,7446.0,1.45,1.63,-61.52,1.0,1.0,1.0
298.75,341.0,960.0,7462.0,1.36,1.49,-61.52,1.0,1.0,1.0
299.88,342.25,968.0,7479.0,1.32,1.49,-61.52,1.0,1.0,1.0
300.88,343.75,968.0,7496.0,1.32,1.45,-61.52,1.0,1.0,1.0
301.62,344.5,984.0,7510.0,1.32,1.49,-61.52,1.0,1.0,1.0
302.38,345.5,992.0,7528.0,1.32,1.45,-61.52,1.0,1.0,1.0
303.12,346.25,1008.0,7544.0,1.27,1.41,-61.52,1.0,1.0,1.0
303.75,347.25,1016.0,7561.0,1.23,1.41,-61.52,1.0,1.0,1.0
304.38,348.0,1024.0,7577.0,1.14,1.27,-61.44,1.0,1.0,1.0
305.25,349.0,1016.0,7595.0,1.05,1.23,-61.44,1.0,1.0,1.0
306.12,350.0,1024.0,7612.0,1.05,1.23,-61.44,1.0,1.0,1.0
306.88,351.0,1016.0,7629.0,0.97,1.14,-61.44,1.0,1.0,1.0
307.62,351.75,1016.0,7647.0,0.97,1.14,-61.44,1.0,1.0,1.0
307.88,352.25,1008.0,7663.0,0.83,1.01,-61.44,1.0,1.0,1.0
308.62,353.0,1008.0,7679.0,0.92,1.05,-61.44,1.0,1.0,1.0
309.12,353.75,1024.0,7696.0,0.97,1.19,-61.44,1.0,1.0,1.0
309.5,354.5,1032.0,7712.0,0.88,1.05,-61.44,1.0,1.0,1.0
310.25,355.25,1024.0,7731.0,0.83,0.97,-61.44,1.0,1.0,1.0
311.0,356.25,1016.0,7748.0,0.79,0.97,-61.44,1.0,1.0,1.0
311.88,357.25,1024.0,7766.0,0.79,0.92,-61.44,1.0,1.0,1.0
312.5,358.0,1024.0,7782.0,0.79,0.92,-61.44,1.0,1.0,1.0
312.88,358.5,1040.0,7798.0,0.79,0.97,-61.44,1.0,1.0,1.0
313.5,359.25,1056.0,7815.0,0.75,0.88,-61.44,1.0,1.0,1.0
313.75,359.75,1072.0,7832.0,0.75,0.88,-61.44,1.0,1.0,1.0
314.25,360.25,1104.0,7848.0,0.79,0.97,-61.44,1.0,1.0,1.0
314.5,360.75,1144.0,7867.0,0.79,0.97,-61.44,1.0,1.0,1.0
314.12,360.5,1184.0,7887.0,0.79,0.97,-61.44,1.0,1.0,1.0
314.12,360.75,1216.0,7906.0,0.79,0.97,-61.44,1.0,1.0,1.0
314.5,361.0,1256.0,7927.0,0.79,1.01,-61.44,1.0,1.0,1.0
314.88,361.5,1304.0,7947.0,0.83,0.97,-61.44,1.0,1.0,1.0
315.25,362.25,1360.0,7968.0,0.83,0.97,-61.52,1.0,1.0,1.0
315.75,362.75,1408.0,7991.0,0.79,0.92,-61.52,1.0,1.0,1.0
316.12,363.5,1440.0,8015.0,0.7,0.88,-61.52,1.0,1.0,1.0
316.62,364.0,1488.0,8039.0,0.7,0.88,-61.52,1.0,1.0,1.0
317.25,365.0,1536.0,8065.0,0.75,0.97,-61.52,1.0,1.0,1.0
317.38,365.25,1592.0,8090.0,0.75,0.92,-61.61,1.0,1.0,1.0
317.5,365.5,1640.0,8116.0,0.66,0.83,-61.61,1.0,1.0,1.0
318.25,366.5,1680.0,8144.0,0.62,0.79,-61.61,1.0,1.0,1.0
318.38,366.75,1720.0,8171.0,0.66,0.83,-61.61,1.0,1.0,1.0
318.88,367.75,1776.0,8200.0,0.66,0.83,-61.7,1.0,1.0,1.0
319.0,368.0,1824.0,8229.0,0.66,0.79,-61.7,1.0,1.0,1.0
319.25,368.5,1856.0,8258.0,0.57,0.75,-61.7,1.0,1.0,1.0
319.12,368.5,1880.0,8289.0,0.53,0.66,-61.7,1.0,1.0,1.0
319.0,368.5,1888.0,8323.0,0.48,0.62,-61.7,1.0,1.0,1.0
318.88,368.5,1896.0,8351.0,0.53,0.7,-61.7,1.0,1.0,1.0
319.5,369.5,1912.0,8382.0,0.53,0.7,-61.7,1.0,1.0,1.0
319.62,369.75,1920.0,8414.0,0.48,0.66,-61.7,1.0,1.0,1.0
319.75,370.0,1928.0,8446.0,0.4,0.62,-61.7,1.0,1.0,1.0
319.75,370.25,1928.0,8478.0,0.44,0.62,-61.79,1.0,1.0,1.0
320.12,370.75,1936.0,8508.0,0.48,0.62,-61.79,1.0,1.0,1.0
320.12,371.0,1952.0,8541.0,0.53,0.66,-61.79,1.0,1.0,1.0
320.5,371.5,1984.0,8572.0,0.48,0.66,-61.79,1.0,1.0,1.0
320.75,372.0,2000.0,8606.0,0.44,0.66,-61.79,1.0,1.0,1.0
320.88,372.25,2016.0,8640.0,0.44,0.62,-61.79,1.0,1.0,1.0
320.62,372.25,2016.0,8672.0,0.44,0.62,-61.79,1.0,1.0,1.0
320.75,372.25,2032.0,8707.0,0.44,0.62,-61.79,1.0,1.0,1.0
320.88,372.75,2048.0,8739.0,0.53,0.62,-61.79,1.0,1.0,1.0
320.75,372.75,2072.0,8773.0,0.48,0.66,-61.79,1.0,1.0,1.0
320.62,373.0,2088.0,8808.0,0.48,0.66,-61.79,1.0,1.0,1.0
320.5,372.75,2088.0,8843.0,0.35,0.57,-61.79,1.0,1.0,1.0
320.5,373.0,2080.0,8878.0,0.35,0.57,-61.79,1.0,1.0,1.0
320.5,373.25,2072.0,8912.0,0.35,0.53,-61.79,1.0,1.0,1.0
320.62,373.5,2064.0,8946.0,0.44,0.62,-61.79,1.0,1.0,1.0
320.75,373.75,2080.0,8981.0,0.44,0.62,-61.79,1.0,1.0,1.0
320.75,373.75,2080.0,9016.0,0.4,0.57,-61.79,1.0,1.0,1.0
320.38,373.75,2080.0,9049.0,0.4,0.57,-61.79,1.0,1.0,1.0
320.5,374.0,2080.0,9084.0,0.44,0.57,-61.79,1.0,1.0,1.0
320.38,374.0,2080.0,9119.0,0.4,0.57,-61.79,1.0,1.0,1.0
320.5,374.25,2080.0,9154.0,0.4,0.57,-61.79,1.0,1.0,1.0
320.38,374.25,2072.0,9189.0,0.35,0.57,-61.79,1.0,1.0,1.0
320.12,374.25,2064.0,9225.0,0.35,0.53,-61.79,1.0,1.0,1.0
320.0,374.25,2048.0,9258.0,0.35,0.53,-61.79,1.0,1.0,1.0
319.75,374.25,2032.0,9293.0,0.35,0.53,-61.79,1.0,1.0,1.0
319.5,374.0,2016.0,9325.0,0.4,0.57,-61.79,1.0,1.0,1.0
319.38,374.0,2008.0,9360.0,0.4,0.53,-61.79,1.0,1.0,1.0
319.38,374.5,1992.0,9394.0,0.4,0.57,-61.79,1.0,1.0,1.0
319.5,374.5,1992.0,9427.0,0.44,0.62,-61.79,1.0,1.0,1.0
319.5,374.75,1992.0,9460.0,0.4,0.62,-61.79,1.0,1.0,1.0
319.88,375.5,1976.0,9493.0,0.35,0.53,-61.79,1.0,1.0,1.0
319.75,375.5,1960.0,9526.0,0.35,0.53,-61.79,1.0,1.0,1.0
319.88,376.0,1960.0,9559.0,0.48,0.66,-61.79,1.0,1.0,1.0
319.88,376.0,1968.0,9591.0,0.44,0.62,-61.79,1.0,1.0,1.0
319.75,376.0,1976.0,9625.0,0.48,0.66,-61.79,1.0,1.0,1.0
319.88,376.25,1984.0,9658.0,0.44,0.62,-61.88,1.0,1.0,1.0
319.75,376.25,1984.0,9691.0,0.4,0.57,-61.88,1.0,1.0,1.0
320.0,376.75,1984.0,9725.0,0.35,0.53,-61.88,1.0,1.0,1.0
320.38,377.5,1968.0,9759.0,0.35,0.53,-61.88,1.0,1.0,1.0
320.38,377.75,1968.0,9791.0,0.4,0.57,-61.88,1.0,1.0,1.0
320.12,377.5,1968.0,9825.0,0.4,0.57,-61.88,1.0,1.0,1.0
319.88,377.5,1968.0,9858.0,0.44,0.57,-61.88,1.0,1.0,1.0
319.88,377.75,1968.0,9891.0,0.44,0.57,-61.88,1.0,1.0,1.0
319.5,377.5,1960.0,9924.0,0.4,0.57,-61.88,1.0,1.0,1.0
319.38,377.5,1952.0,9957.0,0.4,0.57,-61.88,1.0,1.0,1.0
319.25,377.5,1936.0,9990.0,0.4,0.57,-61.88,1.0,1.0,1.0
319.38,377.75,1928.0,10022.0,0.4,0.62,-61.88,1.0,1.0,1.0
319.25,378.0,1920.0,10054.0,0.4,0.62,-61.88,1.0,1.0,1.0
319.12,378.0,1904.0,10087.0,0.35,0.57,-61.96,1.0,1.0,1.0
318.75,377.75,1880.0,10118.0,0.35,0.62,-61.96,1.0,1.0,1.0
318.5,377.75,1864.0,10150.0,0.4,0.62,-61.96,1.0,1.0,1.0
318.38,377.75,1856.0,10182.0,0.44,0.62,-62.05,1.0,1.0,1.0
318.25,377.75,1856.0,10213.0,0.53,0.75,-62.05,1.0,1.0,1.0
318.38,378.25,1864.0,10244.0,0.48,0.7,-62.14,1.0,1.0,1.0
318.75,378.75,1864.0,10276.0,0.44,0.66,-62.14,1.0,1.0,1.0
319.0,379.0,1864.0,10308.0,0.44,0.62,-62.14,1.0,1.0,1.0
318.62,378.75,1856.0,10339.0,0.44,0.62,-62.14,1.0,1.0,1.0
318.5,379.0,1856.0,10371.0,0.4,0.62,-62.23,1.0,1.0,1.0
318.62,379.25,1864.0,10402.0,0.48,0.66,-62.23,1.0,1.0,1.0
318.75,379.5,1872.0,10433.0,0.48,0.66,-62.23,1.0,1.0,1.0
319.0,380.0,1888.0,10465.0,0.44,0.62,-62.23,1.0,1.0,1.0
319.12,380.5,1912.0,10497.0,0.53,0.62,-62.23,1.0,1.0,1.0
319.12,380.5,1944.0,10527.0,0.57,0.7,-62.23,1.0,1.0,1.0
319.38,381.0,1968.0,10561.0,0.48,0.66,-62.23,1.0,1.0,1.0
319.38,381.25,2000.0,10593.0,0.48,0.66,-62.23,1.0,1.0,1.0
319.5,381.5,2016.0,10628.0,0.44,0.62,-62.23,1.0,1.0,1.0
319.88,382.0,2040.0,10661.0,0.48,0.62,-62.23,1.0,1.0,1.0
320.12,382.5,2056.0,10696.0,0.48,0.57,-62.23,1.0,1.0,1.0
320.25,382.75,2088.0,10729.0,0.53,0.66,-62.23,1.0,1.0,1.0
320.5,383.25,2112.0,10765.0,0.57,0.7,-62.23,1.0,1.0,1.0
